"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1851598394600645004","Wed Oct 30 23:59:09 +0000 2024","0","@Kappa_2023 @Sentjoko @gagal_hijrah @OgahGila Jika ingin mengkritik tindakan pak Menteri silakan dilakukan. Jika melebar anda tidak sedang mengkritik Menteri. Itu forum diskusi berbeda. Menteri berhubungan dengan kebijakan pemerintahan. Setidaknya berganti dalam 5 tahun.","1851775883952132170","","Kappa_2023","in","Papua, Indonesia","0","2","0","https://x.com/gus_awan/status/1851775883952132170","45135774","gus_awan"
"1851772112413073732","Wed Oct 30 23:59:01 +0000 2024","1","@NataliusPigai2 Kk menteri Alhamdulillah puji Tuhan. Salam buat bang kisman bang maksum sama kakanda Dr. Ismail Rumadan MH.","1851775848929697820","","NataliusPigai2","in","Indonesia","0","0","0","https://x.com/Moeslim37282490/status/1851775848929697820","958136734839062528","Moeslim37282490"
"1851260087224189341","Wed Oct 30 23:57:47 +0000 2024","0","@diankrtn__ Mantan menteri jokowi dikasuskan anak abah yg dihujat. Kasian anies kyk di cerita sinetron murahan....","1851775539453006312","","diankrtn__","in","Texas, USA","0","0","0","https://x.com/Back_Diamond12/status/1851775539453006312","1840091795080007680","Back_Diamond12"
"1851740758015119640","Wed Oct 30 23:56:56 +0000 2024","0","@KompasTV Saya percaya sudah terjadi diskusi yang dalam dan panjang antara pak menteri @Abe_Mukti dan pak wapres @gibran_tweet untuk membuat kebijakan peningkatan kompetensi dan kesejahteraan guru.","1851775326554402907","","KompasTV","in","","0","0","0","https://x.com/HAPOSANM/status/1851775326554402907","117907590","HAPOSANM"
"1851772205786632247","Wed Oct 30 23:56:34 +0000 2024","14","@msaid_didu Mungkin saja itu strategi Prabowo utk mengetahui keterlibatan menteri lainnya...operasi senyap bawah tanah sedang dimainkan...","1851775233826656328","","msaid_didu","in","London, England","0","7","2","https://x.com/seringham62617/status/1851775233826656328","1736274642153918464","seringham62617"
"1850829375119462762","Wed Oct 30 23:56:15 +0000 2024","0","@LarasWa2529 @Kadir_Karding @bp2mi_ri Salut sama Menteri Karding yang peduli sama pekerja migran. Semoga terus memberikan dukungan yang besar!","1851775153178575095","","LarasWa2529","in","Jatim","0","0","0","https://x.com/kenz5sosyeah/status/1851775153178575095","2941047829","kenz5sosyeah"
"1851628815027675309","Wed Oct 30 23:55:46 +0000 2024","0","@ijuyoen susi menteri","1851775033661886736","","ijuyoen","in","non-dating","0","1","0","https://x.com/chifuita/status/1851775033661886736","237172482","chifuita"
"1851774443418440162","Wed Oct 30 23:53:37 +0000 2024","1","Ketua Komisi V DPR RI Lasarus mengapresiasi kehadiran Menteri PU dan jajaran. Saya harap Bapak Menteri PU bisa membawa semangat baru yang baik dari kepemimpinan sebelumnya bisa dilanjutkan dan yang kurang silakan diperbaiki ungkapnya.","1851774491271319805","","KemenPU","in","Jl. Pattimura no.20","0","0","1","https://x.com/KemenPU/status/1851774491271319805","179835283","KemenPU"
"1851774443418440162","Wed Oct 30 23:53:36 +0000 2024","1","Menteri Dody mengatakan untuk mencapai target realisasi anggaran akan dilakukan percepatan pengadaan barang dan jasa penyelesaian administrasi penyelesaian masalah tanah percepatan kegiatan padat karya dan rekomposisi anggaran sesuai prioritas.","1851774488318480501","","KemenPU","in","Jl. Pattimura no.20","0","1","1","https://x.com/KemenPU/status/1851774488318480501","179835283","KemenPU"
"1851479571524387147","Wed Oct 30 23:52:47 +0000 2024","0","@CakKhum @aniesbaswedan Presiden sbgi Kepala Negara wajib punya Visi &amp; Misi. Kebijakan Menteri wajib mendukung tercapainya Visi dan Misi Presiden. Disini bisa jadi kebijakan yg diambil Menteri mendukung Misi dan Visi Presiden tetapi Kebijakan tsb melanggar aturan dan merugikan negara.","1851774282680143883","","CakKhum","in","","0","0","0","https://x.com/sur83276/status/1851774282680143883","1642704280208678912","sur83276"
