"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1841000279090872493","Wed Oct 02 23:02:31 +0000 2024","0","@ninuk_nin @bankmandiri Nah iya mbak pas mlebu tol kentekan saldo e money cek X ternyata waktu bersamaan banyak yang bermasalah dengan livin mandiri","1841614769532633345","","ninuk_nin","in","Bandar Lampung","0","0","0","https://x.com/Loedi_Ratrianto/status/1841614769532633345","76853681","Loedi_Ratrianto"
"1841610009534464205","Wed Oct 02 22:43:36 +0000 2024","0","Livin by mandiri yg baru ini agak bikin tambah pusing gak sih?","1841610009534464205","","","in","","0","1","0","https://x.com/mamakziyad/status/1841610009534464205","1300059535688658946","mamakziyad"
"1841038352818323778","Wed Oct 02 22:39:05 +0000 2024","0","@mandiricare halooo min saya pesan kartu fisik melalui aplikasi livin by mandiri sudah 2 bulan kartu belum sampai. saya email dijanjiin tgl 24 tapi sampai sekarang ga ada kejelasan ","1841608872597061873","","mandiricare","in","","0","3","0","https://x.com/zzsaaau/status/1841608872597061873","1585730128893464576","zzsaaau"
"1841522067717701937","Wed Oct 02 19:37:09 +0000 2024","0","@bankmandiri halo min kok aku beli tiket kai di sukha livin mandiri blm keluar ya? padahal pembayarannya berhasil","1841563088090452106","","bankmandiri","in","","0","3","0","https://x.com/jjkbaemoon/status/1841563088090452106","1514286324429119489","jjkbaemoon"
"1841539135498244201","Wed Oct 02 18:01:58 +0000 2024","0","Banyak banget promo Livin mandiri tapi selalu ga kebagian. Mager keluar sih lebih tepatnya wkwk","1841539135498244201","","","in","","0","0","0","https://x.com/irrfannmy/status/1841539135498244201","2248096063","irrfannmy"
"1841533922209104099","Wed Oct 02 17:41:15 +0000 2024","0","Kebiasaan livin mandiri kalo dah tengah malem gabisa topup ewallet -_-","1841533922209104099","","","in","where you think","0","1","0","https://x.com/ryanherrr/status/1841533922209104099","1585050062","ryanherrr"
"1841416250217701836","Wed Oct 02 16:36:53 +0000 2024","0","@06KlovesHelena TP KM ADA MANDIRI LIVIN GAK","1841517720854302724","","06KlovesHelena","in","pisif ui 24 ☆","0","1","0","https://x.com/batakjakun/status/1841517720854302724","1324382540409446400","batakjakun"
"1841517046749966548","Wed Oct 02 16:34:12 +0000 2024","0","Halo warga X mau nanya dong tukerin poin livin mandiri ke produk gadget contohnya kita bisa milih warna ga sih? Dan juga gadgetnya resmi indonesia? Terus ini di anter ke alamat atau ngambil ke pusat bank mandiri di kota tempat tinggal? Terimakasih. #livinmandiri @bankmandiri https://t.co/9OSnBAVv7Y","1841517046749966548","https://pbs.twimg.com/media/GY5h_JDbAAQm_w3.jpg","","in","","0","2","0","https://x.com/prayogajt/status/1841517046749966548","904192850","prayogajt"
"1841396245577023644","Wed Oct 02 16:21:56 +0000 2024","0","@minggu_di gaada snk nya kakkk td langsung bilang aja ke kasirnya kl mau beli roti o yang promo livin mandiri","1841513959423410561","","minggu_di","in","","0","0","0","https://x.com/eudaimoonea/status/1841513959423410561","1073751842100719616","eudaimoonea"
"1841512476481093649","Wed Oct 02 16:16:02 +0000 2024","0","Untung gw nonton ini pake promo Livin Mandiri jd ga nyesek amat. Anjing bukan nonton JOKER tp malah berasa nonton KDA versi Holywood bgst. Mana joker ny mati. Endingnya gaje beut monyet. Gajelas joker folie a deux https://t.co/0nIBJYITtz","1841512476481093649","https://pbs.twimg.com/media/GY5d1HkbYAA8LUa.jpg","","in","","0","0","0","https://x.com/rindari96517476/status/1841512476481093649","1570274129026383872","rindari96517476"
"1841511965564477915","Wed Oct 02 16:14:00 +0000 2024","0","livin by mandiri semenjak update sering error deh","1841511965564477915","","","in","Taoyuan County, Taiwan","0","2","0","https://x.com/apakatario/status/1841511965564477915","1126633077357334528","apakatario"
"1841507517744218354","Wed Oct 02 15:56:20 +0000 2024","0","tampilan livin mandiri sekarang jelek bgt dah. bikin puyeng","1841507517744218354","","","in","","0","0","0","https://x.com/ggaonil/status/1841507517744218354","1298280342051123201","ggaonil"
"1841346546090246522","Wed Oct 02 15:54:57 +0000 2024","0","@ameludinn Fix bayarnya pakai Livin Mandiri","1841507168845189485","","ameludinn","in","Indonesia","0","0","0","https://x.com/ghofur42/status/1841507168845189485","377958787","ghofur42"
"1841506024991445034","Wed Oct 02 15:50:24 +0000 2024","0","tbh livin mandiri setelah update makin lemot dan suka eror pls ini bisa rollback ke versi sebelumnya gaak mana ada game segala berasa shopee","1841506024991445034","","","in","","0","2","0","https://x.com/pandawoodz/status/1841506024991445034","1141757021756149765","pandawoodz"
"1841328564437692835","Wed Oct 02 15:41:30 +0000 2024","0","@tanyakanrl Livin mandiri ky kontl saldo mengendap nya 25 rb g bs dikosongin emang anj yg laen ky gtu ga sih","1841503786059390982","","tanyakanrl","in","","0","0","0","https://x.com/dal69al/status/1841503786059390982","1696073506176557056","dal69al"
"1841495987346444295","Wed Oct 02 15:10:31 +0000 2024","0","imut tampilan livin mandiri baru by","1841495987346444295","","","in","fib ugm","0","0","0","https://x.com/ruelschemes/status/1841495987346444295","1207270850497433600","ruelschemes"
"1841050847368921528","Wed Oct 02 14:48:47 +0000 2024","0","@bankmandiri min aku kan pengguna livin sejati ya dari dulu boleh ga sih min ikut merayakan ulang tahun bank mandiri yang ke 26 ini ikut perayaannya min wkwk pacar saya ikut tampil soalnya wkwkwk","1841490519840698810","","bankmandiri","in","","0","2","0","https://x.com/ilysmbydl/status/1841490519840698810","1601931526530560001","ilysmbydl"
